Rozmiar wektora, Czas mnożenia wektorów, Czas mnożenia wektora przez macierz
31.000000,0.000015,0.000116
31.000000,0.000008,0.000116
31.000000,0.000008,0.000115
31.000000,0.000008,0.000115
31.000000,0.000009,0.000115
31.000000,0.000008,0.000115
31.000000,0.000008,0.000115
31.000000,0.000008,0.000115
31.000000,0.000008,0.000141
31.000000,0.000009,0.000116
32.000000,0.000015,0.000120
32.000000,0.000008,0.000120
32.000000,0.000008,0.000119
32.000000,0.000008,0.000119
32.000000,0.000008,0.000119
32.000000,0.000008,0.000119
32.000000,0.000032,0.000122
32.000000,0.000008,0.000119
32.000000,0.000009,0.000119
32.000000,0.000008,0.000119
33.000000,0.000014,0.000121
33.000000,0.000008,0.000121
33.000000,0.000008,0.000121
33.000000,0.000008,0.000121
33.000000,0.000008,0.000121
33.000000,0.000008,0.000121
33.000000,0.000008,0.000121
33.000000,0.000008,0.000121
33.000000,0.000008,0.000121
33.000000,0.000008,0.000121
34.000000,0.000014,0.000126
34.000000,0.000008,0.000126
34.000000,0.000008,0.000126
34.000000,0.000008,0.000126
34.000000,0.000008,0.000126
34.000000,0.000008,0.000126
34.000000,0.000008,0.000151
34.000000,0.000008,0.000128
34.000000,0.000008,0.000126
34.000000,0.000008,0.000126
35.000000,0.000015,0.000128
35.000000,0.000008,0.000127
35.000000,0.000008,0.000127
35.000000,0.000008,0.000127
35.000000,0.000008,0.000127
35.000000,0.000008,0.000153
35.000000,0.000008,0.000127
35.000000,0.000008,0.000127
35.000000,0.000008,0.000127
35.000000,0.000008,0.000127
36.000000,0.000015,0.000141
36.000000,0.000008,0.000132
36.000000,0.000008,0.000132
36.000000,0.000008,0.000132
36.000000,0.000008,0.000132
36.000000,0.000008,0.000132
36.000000,0.000008,0.000132
36.000000,0.000008,0.000157
36.000000,0.000008,0.000132
36.000000,0.000008,0.000132
37.000000,0.000015,0.000132
37.000000,0.000008,0.000142
37.000000,0.000008,0.000132
37.000000,0.000008,0.000132
37.000000,0.000014,0.000132
37.000000,0.000008,0.000132
37.000000,0.000008,0.000132
37.000000,0.000008,0.000132
37.000000,0.000009,0.000167
37.000000,0.000008,0.000133
38.000000,0.000016,0.000139
38.000000,0.000009,0.000146
38.000000,0.000008,0.000138
38.000000,0.000008,0.000138
38.000000,0.000008,0.000137
38.000000,0.000008,0.000138
38.000000,0.000008,0.000138
38.000000,0.000008,0.000138
38.000000,0.000035,0.000139
38.000000,0.000008,0.000140
39.000000,0.000016,0.000139
39.000000,0.000008,0.000147
39.000000,0.000008,0.000138
39.000000,0.000008,0.000139
39.000000,0.000008,0.000138
39.000000,0.000008,0.000138
39.000000,0.000008,0.000138
39.000000,0.000008,0.000138
39.000000,0.000008,0.000168
39.000000,0.000008,0.000138
40.000000,0.000015,0.000143
40.000000,0.000008,0.000151
40.000000,0.000008,0.000142
40.000000,0.000008,0.000142
40.000000,0.000008,0.000142
40.000000,0.000008,0.000142
40.000000,0.000008,0.000142
40.000000,0.000008,0.000168
40.000000,0.000008,0.000144
40.000000,0.000008,0.000143
41.000000,0.000018,0.000145
41.000000,0.000008,0.000145
41.000000,0.000008,0.000144
41.000000,0.000008,0.000144
41.000000,0.000008,0.000169
41.000000,0.000008,0.000144
41.000000,0.000008,0.000145
41.000000,0.000008,0.000145
41.000000,0.000008,0.000144
41.000000,0.000008,0.000145
42.000000,0.000016,0.000149
42.000000,0.000008,0.000149
42.000000,0.000008,0.000158
42.000000,0.000009,0.000151
42.000000,0.000009,0.000151
42.000000,0.000008,0.000149
42.000000,0.000009,0.000149
42.000000,0.000008,0.000149
42.000000,0.000009,0.000149
42.000000,0.000008,0.000158
43.000000,0.000016,0.000151
43.000000,0.000008,0.000159
43.000000,0.000008,0.000151
43.000000,0.000009,0.000151
43.000000,0.000009,0.000151
43.000000,0.000008,0.000151
43.000000,0.000008,0.000151
43.000000,0.000008,0.000177
43.000000,0.000008,0.000151
43.000000,0.000009,0.000151
44.000000,0.000016,0.000155
44.000000,0.000008,0.000154
44.000000,0.000009,0.000154
44.000000,0.000008,0.000154
44.000000,0.000008,0.000154
44.000000,0.000008,0.000178
44.000000,0.000008,0.000154
44.000000,0.000008,0.000154
44.000000,0.000008,0.000154
44.000000,0.000008,0.000154
45.000000,0.000018,0.000156
45.000000,0.000008,0.000155
45.000000,0.000018,0.000155
45.000000,0.000008,0.000155
45.000000,0.000008,0.000155
45.000000,0.000008,0.000155
45.000000,0.000008,0.000155
45.000000,0.000008,0.000180
45.000000,0.000011,0.000157
45.000000,0.000008,0.000155
46.000000,0.000016,0.000161
46.000000,0.000008,0.000161
46.000000,0.000008,0.000160
46.000000,0.000008,0.000160
46.000000,0.000009,0.000161
46.000000,0.000008,0.000185
46.000000,0.000008,0.000161
46.000000,0.000008,0.000160
46.000000,0.000008,0.000160
46.000000,0.000008,0.000160
47.000000,0.000017,0.000162
47.000000,0.000008,0.000170
47.000000,0.000008,0.000161
47.000000,0.000009,0.000161
47.000000,0.000008,0.000161
47.000000,0.000008,0.000161
47.000000,0.000008,0.000161
47.000000,0.000008,0.000187
47.000000,0.000008,0.000163
47.000000,0.000011,0.000161
48.000000,0.000019,0.000165
48.000000,0.000008,0.000163
48.000000,0.000009,0.000163
48.000000,0.000008,0.000163
48.000000,0.000008,0.000189
48.000000,0.000009,0.000165
48.000000,0.000008,0.000164
48.000000,0.000008,0.000163
48.000000,0.000008,0.000163
48.000000,0.000008,0.000163
49.000000,0.000018,0.000167
49.000000,0.000008,0.000175
49.000000,0.000008,0.000167
49.000000,0.000008,0.000166
49.000000,0.000008,0.000167
49.000000,0.000008,0.000166
49.000000,0.000008,0.000192
49.000000,0.000010,0.000168
49.000000,0.000008,0.000167
49.000000,0.000008,0.000167
50.000000,0.000019,0.000171
50.000000,0.000008,0.000170
50.000000,0.000008,0.000170
50.000000,0.000008,0.000179
50.000000,0.000009,0.000171
50.000000,0.000008,0.000170
50.000000,0.000008,0.000170
50.000000,0.000008,0.000170
50.000000,0.000008,0.000197
50.000000,0.000011,0.000172
51.000000,0.000020,0.000175
51.000000,0.000009,0.000173
51.000000,0.000008,0.000173
51.000000,0.000008,0.000173
51.000000,0.000008,0.000200
51.000000,0.000008,0.000173
51.000000,0.000008,0.000173
51.000000,0.000008,0.000173
51.000000,0.000008,0.000173
51.000000,0.000008,0.000182
52.000000,0.000018,0.000178
52.000000,0.000008,0.000176
52.000000,0.000009,0.000176
52.000000,0.000008,0.000176
52.000000,0.000008,0.000202
52.000000,0.000009,0.000176
52.000000,0.000009,0.000177
52.000000,0.000008,0.000177
52.000000,0.000008,0.000177
52.000000,0.000008,0.000185
53.000000,0.000020,0.000179
53.000000,0.000008,0.000177
53.000000,0.000008,0.000178
53.000000,0.000008,0.000177
53.000000,0.000008,0.000206
53.000000,0.000008,0.000177
53.000000,0.000009,0.000177
53.000000,0.000008,0.000177
53.000000,0.000008,0.000177
53.000000,0.000008,0.000186
54.000000,0.000022,0.000183
54.000000,0.000008,0.000182
54.000000,0.000008,0.000181
54.000000,0.000008,0.000191
54.000000,0.000009,0.000184
54.000000,0.000008,0.000181
54.000000,0.000009,0.000182
54.000000,0.000008,0.000182
54.000000,0.000009,0.000210
54.000000,0.000008,0.000184
55.000000,0.000043,0.000188
55.000000,0.000009,0.000183
55.000000,0.000009,0.000183
55.000000,0.000008,0.000192
55.000000,0.000008,0.000184
55.000000,0.000008,0.000183
55.000000,0.000009,0.000183
55.000000,0.000008,0.000183
55.000000,0.000009,0.000358
55.000000,0.000009,0.000187
